ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
19358,PLPT,3020,104,Discussion,"0","Diego Tapia Riquelme","Th 5:00pm - 5:50pm","Cocke Hall 115","Modern Political Thought","",Wait List,20,20,0
19359,PLPT,3020,105,Discussion,"0","Diego Tapia Riquelme","Th 6:00pm - 6:50pm","Gibson Hall 041","Modern Political Thought","",Wait List,20,20,0
19361,PLPT,3020,107,Discussion,"0","Diego Tapia Riquelme","Fr 9:00am - 9:50am","Gibson Hall 142","Modern Political Thought","",Open,19,20,0
19362,PLPT,3020,108,Discussion,"0","Jean-Marc Pruit","Fr 10:00am - 10:50am","Gilmer Hall 245","Modern Political Thought","",Open,14,20,0
19364,PLPT,3020,110,Discussion,"0","Jean-Marc Pruit","Fr 12:00pm - 12:50pm","Gibson Hall 141","Modern Political Thought","",Wait List,20,20,0
19365,PLPT,3020,111,Discussion,"0","Jean-Marc Pruit","Fr 1:00pm - 1:50pm","New Cabell Hall 368","Modern Political Thought","",Open,16,20,0
12577,PLPT,3030,100,Lecture,"3","Jennifer Rubenstein","MoWe 11:00am - 11:50am","Claude Moore Nursing Educ G010","Contemporary Political Thought","",Open,117,120,9
19368,PLPT,3030,101,Discussion,"0","Bennett Aikey","We 5:00pm - 5:50pm","Cocke Hall 101","Contemporary Political Thought","",Wait List,20,20,3
19369,PLPT,3030,102,Discussion,"0","Bennett Aikey","We 6:00pm - 6:50pm","New Cabell Hall 187","Contemporary Political Thought","",Wait List,19,20,2
19370,PLPT,3030,103,Discussion,"0","Bennett Aikey","We 7:00pm - 7:50pm","New Cabell Hall 291","Contemporary Political Thought","",Wait List,19,20,2
19371,PLPT,3030,104,Discussion,"0","Juhyuk Woo","Th 5:00pm - 5:50pm","Dell 2 100","Contemporary Political Thought","",Wait List,20,20,1
19372,PLPT,3030,105,Discussion,"0","Juhyuk Woo","Th 6:00pm - 6:50pm","Dell 2 100","Contemporary Political Thought","",Open,19,20,0
19373,PLPT,3030,106,Discussion,"0","Juhyuk Woo","Th 7:00pm - 7:50pm","Dell 2 100","Contemporary Political Thought","",Wait List,20,20,1
12864,PLPT,3050,001,Lecture,"3","James Savage","We 2:00pm - 4:30pm","Gibson Hall 241","Survey of American Political Theory","",Wait List,16,20,5
14517,PLPT,3500,001,SEM,"3","Colin Bird","MoWe 5:00pm - 6:15pm","New Cabell Hall 383","Special Topics in Political Theory","Liberalism and Its Critics",Wait List,30,30,4
14518,PLPT,3500,002,SEM,"3","Tom Donahue-Ochoa","MoWe 5:00pm - 6:15pm","Gibson Hall 141","Special Topics in Political Theory","The Earth: Ethics, Politics & Economics",Wait List,30,30,3
19374,PLPT,4060,001,SEM,"3","Lawrie Balfour","Tu 4:45pm - 7:15pm","Gibson Hall 241","Politics & Literature","",Closed,18,15,0
20559,PLPT,4500,003,SEM,"3","James Ceaser","Tu 4:45pm - 7:15pm","Nau Hall 142","Special Topics in Political Theory","American Political Foundations",Wait List,15,15,1
20566,PLPT,4500,004,SEM,"3","Vijay Phulwani","We 5:00pm - 7:30pm","Gibson Hall 142","Special Topics in Political Theory","Politics and Morality",Open,13,15,2
20678,PORT,3030,001,Lecture,"3","Lilian Feitosa","MoWe 2:00pm - 3:15pm","Bryan Hall 332","Perspectives on Lusophone Cultures","",Open,13,18,0
10875,PST,4870,001,SEM,"3","Isaac Reed","Mo 3:30pm - 6:00pm","Bryan Hall 235","Core Seminar in Political and Social Thought II","",Open,21,25,0
13839,RELA,2748,001,Lecture,"3","Oludamini Ogunnaike","Tu 6:00pm - 8:30pm","New Cabell Hall 338","Introduction to African Philosophy: Race, Religion, and Rationality","",Closed,26,25,3
19249,RELA,2850,100,Lecture,"3","Jalane Schmidt","TuTh 2:00pm - 3:15pm","New Cabell Hall 115","Afro- Creole Religions in the Americas","",Open,10,20,0
13492,RELB,2200,001,Lecture,"3","James MacNee","MoWe 12:30pm - 1:45pm","Contemplative Commons Room 401","Introduction to Buddhist Philosophy","",Wait List,24,24,13
19256,RELB,2450,100,Lecture,"3","Natasha Heller","MoWe 11:00am - 11:50am","Gibson Hall 211","Zen","",Open,33,35,0
19257,RELB,2450,101,Discussion,"0","Natasha Heller","Th 5:00pm - 5:50pm","New Cabell Hall 107","Zen","",Open,8,20,0
19258,RELB,2450,102,Discussion,"0","Natasha Heller","Th 6:00pm - 6:50pm","New Cabell Hall 183","Zen","",Open,8,20,0
19259,RELB,2450,103,Discussion,"0","Natasha Heller","Th 4:00pm - 4:50pm","Gilmer Hall 245","Zen","",Wait List,17,17,0
19260,RELB,3000,100,Lecture,"3","David Germano","Tu 3:30pm - 6:00pm","New Cabell Hall 383","Poetry and Meditation","",Open,17,20,2
20795,RELB,3180,100,Lecture,"3","Tamara Cohen","TuTh 2:00pm - 3:15pm","New Cabell Hall 415","Nondualism","",Open,19,20,0
13871,RELC,2360,100,Lecture,"3","Paul Jones","MoWe 10:00am - 10:50am","Gibson Hall 211","Elements of Christian Thought","",Wait List,60,60,4
13872,RELC,2360,101,Discussion,"0","Rebekah Latour","Fr 10:00am - 10:50am","Gibson Hall 242","Elements of Christian Thought","",Wait List,20,20,2
13873,RELC,2360,102,Discussion,"0","Rebekah Latour","Fr 11:00am - 11:50am","Gibson Hall 142","Elements of Christian Thought","",Wait List,20,20,0
13874,RELC,2360,103,Discussion,"0","Rebekah Latour","Fr 12:00pm - 12:50pm","New Cabell Hall 338","Elements of Christian Thought","",Wait List,20,20,2
19266,RELC,2850,001,Lecture,"3","Charles Marsh","TuTh 2:00pm - 3:15pm","New Cabell Hall 058","The Kingdom of God in America","",Closed,30,30,4
19267,RELC,3006,001,SEM,"3","Charles Mathewes","MoWe 3:30pm - 4:45pm","New Cabell Hall 107","Augustine's City of God","",Open,19,20,0
19274,RELC,3155,001,SEM,"3","Addison Wilner","TuTh 12:30pm - 1:45pm","Gibson Hall 142","Christianity and Ecology","",Open,16,18,0
19275,RELC,3222,001,SEM,"3","Mark Hadley","TuTh 9:30am - 10:45am","New Cabell Hall 209","From Jefferson to King","",Wait List,20,20,1
12637,RELC,3465,001,SEM,"3","Heather Warren","MoWe 2:00pm - 3:15pm","New Cabell Hall 368","American Religion, Social Reform, and Democracy","",Open,21,22,4
19276,RELG,1000,001,SEM,"3","Sam Shuman, Karl Shuve","TuTh 11:00am - 12:15pm","Gibson Hall 142","Questions in the Study of Religion","",Wait List,20,20,3
21268,RELG,1000,002,SEM,"3","Jalane Schmidt","TuTh 12:30pm - 1:45pm","New Cabell Hall 038","Questions in the Study of Religion","",Closed,12,12,0
12235,RELG,2210,100,Lecture,"3","Willis Jenkins","TuTh 11:00am - 11:50am","Gilmer Hall 301","Religion, Ethics, & Global Environment","",Wait List,300,300,13
14575,RELG,2210,101,Discussion,"0","Sana Azmat, Willis Jenkins","TBA","TBA","Religion, Ethics, & Global Environment","",Wait List,10,10,4
14576,RELG,2210,102,Discussion,"0","ALEXANDRA DALEY, Willis Jenkins","TBA","TBA","Religion, Ethics, & Global Environment","",Wait List,10,10,2
14577,RELG,2210,103,Discussion,"0","Willis Jenkins, Niraj Raju","TBA","TBA","Religion, Ethics, & Global Environment","",Wait List,10,10,5
14578,RELG,2210,104,Discussion,"0","Willis Jenkins, Haseena Sahib","TBA","TBA","Religion, Ethics, & Global Environment","",Wait List,10,10,2
19277,RELG,2210,105,Discussion,"0","Willis Jenkins, Victoria Slabinski","TBA","TBA","Religion, Ethics, & Global Environment","",Wait List,10,10,0
21591,RELG,2210,106,Discussion,"0","Sana Azmat, Willis Jenkins","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21592,RELG,2210,107,Discussion,"0","Sana Azmat, Willis Jenkins","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21593,RELG,2210,108,Discussion,"0","Sana Azmat, Willis Jenkins","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21594,RELG,2210,109,Discussion,"0","Sana Azmat, Willis Jenkins","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21595,RELG,2210,110,Discussion,"0","Sana Azmat, Willis Jenkins","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21596,RELG,2210,111,Discussion,"0","ALEXANDRA DALEY, Willis Jenkins","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21597,RELG,2210,112,Discussion,"0","ALEXANDRA DALEY, Willis Jenkins","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21598,RELG,2210,113,Discussion,"0","ALEXANDRA DALEY, Willis Jenkins","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21599,RELG,2210,114,Discussion,"0","ALEXANDRA DALEY, Willis Jenkins","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21600,RELG,2210,115,Discussion,"0","ALEXANDRA DALEY, Willis Jenkins","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21601,RELG,2210,116,Discussion,"0","Willis Jenkins, Niraj Raju","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21602,RELG,2210,117,Discussion,"0","Willis Jenkins, Niraj Raju","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21603,RELG,2210,118,Discussion,"0","Willis Jenkins, Niraj Raju","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21604,RELG,2210,119,Discussion,"0","Willis Jenkins, Niraj Raju","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21605,RELG,2210,120,Discussion,"0","Willis Jenkins, Niraj Raju","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21606,RELG,2210,121,Discussion,"0","Willis Jenkins, Haseena Sahib","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21607,RELG,2210,122,Discussion,"0","Willis Jenkins, Haseena Sahib","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21608,RELG,2210,123,Discussion,"0","Willis Jenkins, Haseena Sahib","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21609,RELG,2210,124,Discussion,"0","Willis Jenkins, Haseena Sahib","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21610,RELG,2210,125,Discussion,"0","Willis Jenkins, Haseena Sahib","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21611,RELG,2210,126,Discussion,"0","Willis Jenkins, Victoria Slabinski","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21612,RELG,2210,127,Discussion,"0","Willis Jenkins, Victoria Slabinski","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21613,RELG,2210,128,Discussion,"0","Willis Jenkins, Victoria Slabinski","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21614,RELG,2210,129,Discussion,"0","Willis Jenkins, Victoria Slabinski","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21615,RELG,2210,130,Discussion,"0","Willis Jenkins, Victoria Slabinski","TBA","TBA","Religion, Ethics, & Global Environment","",Closed,10,10,0
21298,RELG,2285,001,Lecture,"3","Laurie Maffly-Kipp","TuTh 9:30am - 10:45am","Kerchof Hall 317","Religion, Politics, Society","",Closed,18,18,0
13852,RELG,2630,100,SEM,"3","Charles Mathewes","MoWe 11:00am - 11:50am","Nau Hall 211","Business, Ethics, and Society","",Wait List,60,60,4
13853,RELG,2630,101,Discussion,"0","Ignatius Nti-Abankoro","Th 7:00pm - 7:50pm","New Cabell Hall 168","Business, Ethics, and Society","",Wait List,20,20,1
13854,RELG,2630,102,Discussion,"0","Ignatius Nti-Abankoro","Th 5:00pm - 5:50pm","John W. Warner Hall 110","Business, Ethics, and Society","",Wait List,20,20,2
13855,RELG,2630,103,Discussion,"0","Ignatius Nti-Abankoro","Th 6:00pm - 6:50pm","New Cabell Hall 209","Business, Ethics, and Society","",Wait List,20,20,1
11549,RELG,2660,100,Lecture,"3","Matthew Hedstrom","MoWe 2:00pm - 2:50pm","Wilson Hall 402","""Spiritual But Not Religious"": Spirituality in America","",Closed,300,300,0
11618,RELG,2660,101,Discussion,"0","Maria Trivino","Th 5:00pm - 5:50pm","Wilson Hall 244","""Spiritual But Not Religious"": Spirituality in America","",Closed,6,10,0
11619,RELG,2660,102,Discussion,"0","Nicholas Shrum","Th 6:00pm - 6:50pm","New Cabell Hall 411","""Spiritual But Not Religious"": Spirituality in America","",Closed,4,10,0
11620,RELG,2660,103,Discussion,"0","Nicholas Shrum","Th 7:00pm - 7:50pm","Bryan Hall 235","""Spiritual But Not Religious"": Spirituality in America","",Closed,8,10,0
13143,RELG,2660,104,Discussion,"0","Maria Trivino","Th 6:00pm - 6:50pm","Bryan Hall 328","""Spiritual But Not Religious"": Spirituality in America","",Closed,20,20,0
13144,RELG,2660,105,Discussion,"0","Maria Trivino","Th 7:00pm - 7:50pm","Bryan Hall 328","""Spiritual But Not Religious"": Spirituality in America","",Closed,20,20,0
11617,RELG,2660,106,Discussion,"0","Joshua Parks","We 7:00pm - 7:50pm","Bryan Hall 235","""Spiritual But Not Religious"": Spirituality in America","",Closed,2,10,0
11683,RELG,2660,107,Discussion,"0","Nicholas Shrum","Fr 12:00pm - 12:50pm","Bryan Hall 235","""Spiritual But Not Religious"": Spirituality in America","",Closed,7,10,0
11684,RELG,2660,108,Discussion,"0","Nicholas Shrum","Fr 1:00pm - 1:50pm","Bryan Hall 235","""Spiritual But Not Religious"": Spirituality in America","",Closed,7,10,0
11685,RELG,2660,109,Discussion,"0","Nicholas Shrum","Fr 2:00pm - 2:50pm","Wilson Hall 244","""Spiritual But Not Religious"": Spirituality in America","",Closed,2,10,0
12179,RELG,2660,110,Discussion,"0","Joshua Parks","We 8:00pm - 8:50pm","Wilson Hall 244","""Spiritual But Not Religious"": Spirituality in America","",Closed,2,10,0
12180,RELG,2660,111,Discussion,"0","Joshua Parks","We 6:00pm - 6:50pm","Bryan Hall 235","""Spiritual But Not Religious"": Spirituality in America","",Closed,9,10,0
12181,RELG,2660,112,Discussion,"0","Sarah Denne","We 7:00pm - 7:50pm","Bryan Hall 328","""Spiritual But Not Religious"": Spirituality in America","",Closed,7,10,0
19280,RELG,2660,113,Discussion,"0","Nicholas Shrum","Fr 11:00am - 11:50am","New Cabell Hall 191","""Spiritual But Not Religious"": Spirituality in America","",Closed,20,20,0
19281,RELG,2660,114,Discussion,"0","Sarah Denne","Fr 12:00pm - 12:50pm","Nau Hall 241","""Spiritual But Not Religious"": Spirituality in America","",Closed,20,20,0
19282,RELG,2660,115,Discussion,"0","Sarah Denne","Fr 1:00pm - 1:50pm","Nau Hall 142","""Spiritual But Not Religious"": Spirituality in America","",Closed,20,20,0
21445,RELG,3200,001,SEM,"3","Kai Parker","TuTh 3:30pm - 4:45pm","New Cabell Hall 111","Martin, Malcolm, and America","",Closed,15,15,0
19427,RELG,3255,001,SEM,"3","Jennifer Geddes","Th 2:00pm - 4:30pm","New Cabell Hall 107","Ethics, Literature, and Religion","",Open,14,15,0
21446,RELG,3405,001,SEM,"3","Ashon Crawley","Mo 3:30pm - 6:00pm","New Cabell Hall 303","Introduction to Black and Womanist Religious Thought","",Open,8,20,0
19283,RELG,3416,001,SEM,"3","Michael Allen","MoWe 3:30pm - 4:45pm","New Cabell Hall 287","Sustainability and Asceticism","",Wait List,20,20,5
13877,RELG,3730,100,SEM,"3","Asher Biemann","TuTh 11:00am - 12:15pm","Nau Hall 241","Conversations in the Study of Religion","",Open,17,20,2
20807,RELH,3180,100,SEM,"3","Tamara Cohen","TuTh 2:00pm - 3:15pm","New Cabell Hall 415","Nondualism","",Open,19,20,0
13888,RELJ,2030,001,Lecture,"3","Elizabeth Alexander","MoWe 2:00pm - 3:15pm","Nau Hall 141","Judaism, Roots and Rebellion","",Open,12,20,0
19299,RELJ,3350,100,Lecture,"3","Elizabeth Alexander","TuTh 12:30pm - 1:45pm","Gilmer Hall 245","Judaism and Ethics","",Open,9,15,0
19302,RELJ,3708,001,SEM,"3","Asher Biemann","TuTh 2:00pm - 3:15pm","Dell 2 102","Enduring Questions in Modern Judaism","",Open,14,20,0
12111,RUTR,2470,001,Lecture,"3","Yuri Urbanovich","MoWe 2:00pm - 3:15pm","Wilson Hall 238","Understanding Russia: Symbols, Myths, and Archetypes of Identity","",Wait List,35,35,6
12985,RUTR,2730,001,Lecture,"3","Katia Dianina","TuTh 11:00am - 12:15pm","New Cabell Hall 232","Dostoevsky","",Open,22,25,2
20813,RUTR,2740,001,Lecture,"3","Jason Schultz","MoWe 5:00pm - 6:15pm","Gibson Hall 242","Tolstoy in Translation","",Open,1,20,0
11784,RUTR,3360,001,Lecture,"3","Edith Clowes","MoWe 2:00pm - 3:15pm","New Cabell Hall 132","Twentieth Century Russian Literature","",Open,13,25,0
18897,SANS,3012,001,Lecture,"3","Robert Hueckstedt","MoWeFr 11:00am - 11:50am","New Cabell Hall 207","Selections from the Mahabharata","",Open,2,10,0
11580,SLAV,2360,001,Lecture,"3","Stanley Stepanic","MoWe 3:30pm - 4:45pm","Wilson Hall 301","Dracula","",Wait List,197,200,66
19754,SPAN,3060,001,Lecture,"3","Esther Poveda","TuTh 2:00pm - 3:15pm","New Cabell Hall 407","Writing for Social Justice and Change","",Open,14,18,0
10935,SPAN,3300,001,Lecture,"3","Erica Cobb","MoWeFr 11:00am - 11:50am","Wilson Hall 214","Texts and Interpretation","",Open,15,16,0
10936,SPAN,3300,002,Lecture,"3","Maria Monteros-Freeman","MoWeFr 12:00pm - 12:50pm","Wilson Hall 244","Texts and Interpretation","",Wait List,16,16,0
11622,SPAN,3300,004,Lecture,"3","Maria Monteros-Freeman","MoWeFr 10:00am - 10:50am","New Cabell Hall 056","Texts and Interpretation","",Wait List,16,16,0
11623,SPAN,3300,005,Lecture,"3","Nieves Garcia Prados","TuTh 2:00pm - 3:15pm","Nau Hall 242","Texts and Interpretation","",Wait List,16,16,4
12002,SPAN,3300,006,Lecture,"3","Nicole Bonino","TuTh 11:00am - 12:15pm","New Cabell Hall 183","Texts and Interpretation","",Wait List,15,16,3
10937,SPAN,3400,001,Lecture,"3","FERNANDO Riva","MoWe 3:30pm - 4:45pm","Cocke Hall 115","Spain: From Kingdom to Empire (1200 - 1700)","",Closed,25,22,0
12496,SPAN,3410,001,Lecture,"3","Kelly Moore","TuTh 2:00pm - 3:15pm","New Cabell Hall 168","Perspectives on Modern Spain (1800 to the Present)","",Open,21,22,0
20231,SPAN,3410,002,Lecture,"3","Jesus Jativa Fernandez","MoWeFr 11:00am - 11:50am","New Cabell Hall 168","Perspectives on Modern Spain (1800 to the Present)","",Open,17,22,0
10938,SPAN,3430,001,Lecture,"3","Manuel Acevedo-Reyes","MoWeFr 1:00pm - 1:50pm","New Cabell Hall 032","Contemporary Latin American Voices (1800 to the present)","",Closed,22,22,0
11205,SPAN,4040,001,Lecture,"3","Nieves Garcia Prados","TuTh 11:00am - 12:15pm","New Cabell Hall 332","Translation from Spanish to English","",Closed,18,18,0
12497,SPAN,4040,002,Lecture,"3","Nieves Garcia Prados","TuTh 9:30am - 10:45am","New Cabell Hall 332","Translation from Spanish to English","",Open,16,18,0
18917,SPAN,4040,003,Lecture,"3","Erica Cobb","MoWeFr 1:00pm - 1:50pm","New Cabell Hall 191","Translation from Spanish to English","",Open,17,18,0
13594,SPAN,4500,001,Lecture,"3","Fernando Valverde","MoWe 5:00pm - 6:15pm","New Cabell Hall 395","Special Topics Seminar: Literature","Federico García Lorca",Closed,22,22,0
13956,SPAN,4510,001,SEM,"3","Fernando Valverde","MoWe 6:30pm - 7:45pm","New Cabell Hall 395","Special Topics Seminar: Literature","Spanish Romantic Poetry and Europe",Open,5,22,0
21258,URDU,3030,001,Lecture,"3","Griffith Chaussee","TuTh 9:30am - 10:45am","New Cabell Hall 207","Prostitutes, Murder, and Insanity: The Fiction of Sa'adat Hassan Manto","",Open,6,15,0
11576,WGS,2100,100,Lecture,"3","Lisa Speidel","MoWe 12:00pm - 12:50pm","Olsson Hall 120","Introduction to Gender and Sexuality Studies","",Wait List,120,120,33
11712,WGS,2100,101,Discussion,"0","Charles Brown","We 3:00pm - 3:50pm","New Cabell Hall 411","Introduction to Gender and Sexuality Studies","",Wait List,20,20,6
11713,WGS,2100,102,Discussion,"0","Charles Brown","We 1:00pm - 1:50pm","Gilmer Hall 245","Introduction to Gender and Sexuality Studies","",Wait List,20,20,8
11714,WGS,2100,103,Discussion,"0","Charles Brown","Th 12:30pm - 1:20pm","Campbell Hall 108","Introduction to Gender and Sexuality Studies","",Wait List,20,20,7
11818,WGS,2100,104,Discussion,"0","Layla Picard","Th 2:00pm - 2:50pm","The Rotunda Room 150","Introduction to Gender and Sexuality Studies","",Wait List,20,20,5
11819,WGS,2100,105,Discussion,"0","Layla Picard","Fr 1:00pm - 1:50pm","New Cabell Hall 111","Introduction to Gender and Sexuality Studies","",Wait List,20,20,7
11820,WGS,2100,106,Discussion,"0","Layla Picard","Fr 9:00am - 9:50am","Wilson Hall 244","Introduction to Gender and Sexuality Studies","",Wait List,20,20,1
13547,WGS,2125,100,Lecture,"3","Sarah Orsak","MoWe 1:00pm - 1:50pm","Gibson Hall 211","Race & Power in Gender & Sexuality","",Open,47,60,2
19837,WGS,2125,101,Discussion,"0","Cathryn Perini","Th 11:00am - 11:50am","New Cabell Hall 303","Race & Power in Gender & Sexuality","",Open,17,20,1
19838,WGS,2125,102,Discussion,"0","Cathryn Perini","We 5:00pm - 5:50pm","New Cabell Hall 207","Race & Power in Gender & Sexuality","",Open,15,20,1
19839,WGS,2125,103,Discussion,"0","Cathryn Perini","Th 2:00pm - 2:50pm","New Cabell Hall 191","Race & Power in Gender & Sexuality","",Open,15,20,0
13548,WGS,3100,001,Lecture,"3","Denise Walsh","We 3:30pm - 6:00pm","Clark Hall G004","Intro to WGS Theory","",Wait List,28,30,2
19840,WGS,3305,001,Lecture,"3","Doug Meyer","Th 6:00pm - 8:30pm","New Cabell Hall 383","Issues in LGBTQ Studies","",Open,12,30,0
14052,WGS,3600,001,Lecture,"3","Lisa Speidel","TuTh 12:30pm - 1:45pm","Wilson Hall 214","Pleasure Activism Across Time","",Wait List,30,30,22
13581,WGS,4500,002,SEM,"3","Daisy Guzman Nunez","We 2:00pm - 4:30pm","Pavilion VIII 108","Topics in Women, Gender & Sexuality","Voices from the Global South",Open,13,15,0
19844,WGS,4820,001,SEM,"3","Lanice Avery","We 3:30pm - 6:00pm","The Rotunda Room 152","Black Feminist Theory","",Open,10,15,0
