ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
13083,AAS,2500,001,SEM,"3","Shelby Sinclair","TuTh 2:00pm - 3:15pm","New Cabell Hall 044","Topics Course in Africana Studies","Black Life, Power, and the Archive",Wait List,15,15,0
20025,AAS,2559,001,Lecture,"3","Robin Means Coleman","We 4:00pm - 6:30pm","Wilson Hall 238","New Course in African and African American Studies","African Americans in Popular Culture",Open,14,15,0
13598,AAS,3500,003,SEM,"3","Ashon Crawley","Mo 6:00pm - 8:30pm","New Cabell Hall 303","Intermediate Seminar in African-American & African Studies","Introduction to Black Queer Film",Open,16,20,0
19101,AAS,3830,001,SEM,"3","Njelle Hamilton","MoWe 2:00pm - 3:15pm","Dell 2 102","Being Human: Race, Technology, and the Arts","",Closed,16,16,0
14552,AMST,2500,001,Lecture,"3","David Coyoca","TuTh 11:00am - 12:15pm","Bryan Hall 328","Major Works for American Studies","Commodifying Race, Gender, Sexuality",Wait List,23,20,4
13038,AMST,2660,100,Lecture,"3","Matthew Hedstrom","MoWe 2:00pm - 2:50pm","Wilson Hall 402","Spiritual But Not Religious: Spirituality in America","",Closed,300,300,0
13039,AMST,2660,101,Discussion,"0","Maria Trivino","Th 5:00pm - 5:50pm","Wilson Hall 244","Spiritual But Not Religious: Spirituality in America","",Closed,20,20,0
13040,AMST,2660,102,Discussion,"0","Nicholas Shrum","Th 6:00pm - 6:50pm","New Cabell Hall 411","Spiritual But Not Religious: Spirituality in America","",Closed,20,20,0
13041,AMST,2660,103,Discussion,"0","Nicholas Shrum","Th 7:00pm - 7:50pm","Bryan Hall 235","Spiritual But Not Religious: Spirituality in America","",Closed,20,20,0
13187,AMST,2660,104,Discussion,"0","Maria Trivino","Th 6:00pm - 6:50pm","Bryan Hall 328","Spiritual But Not Religious: Spirituality in America","",Closed,20,20,0
13188,AMST,2660,105,Discussion,"0","Maria Trivino","Th 7:00pm - 7:50pm","Bryan Hall 328","Spiritual But Not Religious: Spirituality in America","",Closed,20,20,0
13042,AMST,2660,106,Discussion,"0","Joshua Parks","We 7:00pm - 7:50pm","Bryan Hall 235","Spiritual But Not Religious: Spirituality in America","",Closed,20,20,0
13043,AMST,2660,107,Discussion,"0","Nicholas Shrum","Fr 12:00pm - 12:50pm","Bryan Hall 235","Spiritual But Not Religious: Spirituality in America","",Closed,20,20,0
13044,AMST,2660,108,Discussion,"0","Nicholas Shrum","Fr 1:00pm - 1:50pm","Bryan Hall 235","Spiritual But Not Religious: Spirituality in America","",Closed,20,20,0
13045,AMST,2660,109,Discussion,"0","Nicholas Shrum","Fr 2:00pm - 2:50pm","Wilson Hall 244","Spiritual But Not Religious: Spirituality in America","",Closed,20,20,0
13046,AMST,2660,110,Discussion,"0","Joshua Parks","We 8:00pm - 8:50pm","Wilson Hall 244","Spiritual But Not Religious: Spirituality in America","",Closed,20,20,0
13047,AMST,2660,111,Discussion,"0","Joshua Parks","We 6:00pm - 6:50pm","Bryan Hall 235","Spiritual But Not Religious: Spirituality in America","",Closed,20,20,0
13048,AMST,2660,112,Discussion,"0","Sarah Denne","We 7:00pm - 7:50pm","Bryan Hall 328","Spiritual But Not Religious: Spirituality in America","",Closed,20,20,0
19289,AMST,2660,113,Discussion,"0","Nicholas Shrum","Fr 11:00am - 11:50am","New Cabell Hall 191","Spiritual But Not Religious: Spirituality in America","",Closed,20,20,0
19290,AMST,2660,114,Discussion,"0","Sarah Denne","Fr 12:00pm - 12:50pm","Nau Hall 241","Spiritual But Not Religious: Spirituality in America","",Closed,20,20,0
19293,AMST,2660,115,Discussion,"0","Sarah Denne","Fr 1:00pm - 1:50pm","Nau Hall 142","Spiritual But Not Religious: Spirituality in America","",Closed,20,20,0
13604,AMST,3001,001,SEM,"3","Karl Miller","MoWe 3:30pm - 4:45pm","Bryan Hall 328","Theories and Methods of American Studies","",Open,7,18,0
14417,AMST,3001,002,SEM,"3","Ruby Tapia","TuTh 11:00am - 12:15pm","Bryan Hall 235","Theories and Methods of American Studies","",Open,10,18,0
14420,AMST,3471,001,SEM,"3","Sylvia Chong","MoWe 2:00pm - 3:15pm","Clark Hall G004","American Cinema","",Open,39,40,0
19210,AMST,4321,001,Lecture,"3","Carmen Lamas","We 3:30pm - 6:00pm","Shannon House 119","Caribbean Latinx: Cuba, Puerto Rico and the DR","",Open,15,18,0
13359,ANTH,2120,100,Lecture,"3","Ira Bashkow","MoWe 3:00pm - 3:50pm","Minor Hall 125","The Concept of Culture","",Open,178,180,13
13360,ANTH,2120,101,Discussion,"0","Nazli Azergun","Th 4:00pm - 4:50pm","Campbell Hall 108","The Concept of Culture","",Wait List,19,20,6
13361,ANTH,2120,102,Discussion,"0","Sofia Moira Sejas Pary","Fr 11:00am - 11:50am","New Cabell Hall 291","The Concept of Culture","",Wait List,20,20,1
13362,ANTH,2120,103,Discussion,"0","Jaran Rudd","Fr 12:00pm - 12:50pm","Brooks Hall 103","The Concept of Culture","",Wait List,20,20,0
13363,ANTH,2120,104,Discussion,"0","Nazli Azergun","Th 9:30am - 10:20am","Pavilion VIII 102","The Concept of Culture","",Wait List,20,20,1
13364,ANTH,2120,105,Discussion,"0","Sofia Moira Sejas Pary","Fr 9:00am - 9:50am","Brooks Hall 103","The Concept of Culture","",Open,19,20,1
13365,ANTH,2120,106,Discussion,"0","Sofia Moira Sejas Pary","Fr 10:00am - 10:50am","John W. Warner Hall 113","The Concept of Culture","",Wait List,20,20,0
14541,ANTH,2120,107,Discussion,"0","Jaran Rudd","Th 6:00pm - 6:50pm","Brooks Hall 103","The Concept of Culture","",Wait List,20,20,2
14542,ANTH,2120,108,Discussion,"0","Nazli Azergun","Th 6:00pm - 6:50pm","New Cabell Hall 107","The Concept of Culture","",Wait List,20,20,1
14543,ANTH,2120,109,Discussion,"0","Jaran Rudd","Fr 11:00am - 11:50am","Campbell Hall 108","The Concept of Culture","",Wait List,20,20,0
14548,ANTH,2450,100,Lecture,"3","Nathan Wendte","TuTh 2:00pm - 2:50pm","Minor Hall 125","Language & Environment","",Open,119,120,24
19626,ANTH,2450,101,Discussion,"0","Taylor Gilliam","We 9:00am - 9:50am","Brooks Hall 103","Language & Environment","",Wait List,20,20,4
19627,ANTH,2450,102,Discussion,"0","Taylor Gilliam","We 10:00am - 10:50am","Brooks Hall 103","Language & Environment","",Wait List,20,20,4
19628,ANTH,2450,103,Discussion,"0","Taylor Gilliam","We 11:00am - 11:50am","Brooks Hall 103","Language & Environment","",Wait List,20,20,5
19750,ANTH,2450,104,Discussion,"0","Ian Kenworthy","Fr 10:00am - 10:50am","Pavilion VIII 102","Language & Environment","",Wait List,20,20,2
19751,ANTH,2450,105,Discussion,"0","Ian Kenworthy","Fr 11:00am - 11:50am","New Cabell Hall 107","Language & Environment","",Wait List,20,20,1
19752,ANTH,2450,106,Discussion,"0","Ian Kenworthy","Fr 12:00pm - 12:50pm","New Cabell Hall 111","Language & Environment","",Wait List,19,20,8
21310,ANTH,2470,001,Lecture,"3","Daniel Lefkowitz","TuTh 11:00am - 12:15pm","Pavilion VIII 108","Reflections of Exile: Jewish Languages and their Communities","",Open,1,9,0
19631,ANTH,3240,100,Lecture,"3","Kasey Jernigan","MoWe 10:00am - 10:50am","Gilmer Hall 257","The Anthropology of Food","",Wait List,60,60,19
19633,ANTH,3240,101,Discussion,"0","Trishita Shandilya","We 12:00pm - 12:50pm","Brooks Hall 103","The Anthropology of Food","",Wait List,20,20,9
19634,ANTH,3240,102,Discussion,"0","Trishita Shandilya","We 1:00pm - 1:50pm","Brooks Hall 103","The Anthropology of Food","",Wait List,20,20,6
19635,ANTH,3240,103,Discussion,"0","Trishita Shandilya","Fr 12:00pm - 12:50pm","The Rotunda Room 152","The Anthropology of Food","",Wait List,20,20,5
12239,ANTH,3290,001,Lecture,"3","Sylvia Tidey","Th 3:30pm - 6:00pm","Claude Moore Nursing Educ G010","Biopolitics and the Contemporary Condition","",Wait List,90,90,11
20808,ANTH,3344,001,Lecture,"3","Mark Sicoli","TuTh 11:00am - 12:15pm","Brooks Hall 103","Anthropology and Anarchy","",Closed,18,18,0
20519,ARAD,3559,001,Lecture,"3","Robin Garcia","TuTh 2:00pm - 3:15pm","Drama Education Bldg 217","New Course in Development for the Arts","Global Arts Leadership",Open,18,30,0
18776,ARAD,4559,001,SEM,"3","Robin Garcia","TuTh 12:30pm - 1:45pm","The Rotunda Room 152","New Course in Arts Administration","Arts, Monuments, and the Power of Public Space",Open,11,20,0
10349,ARH,1020,100,Lecture,"3","Sheila Crane","MoWe 10:00am - 10:50am","Campbell Hall 153","History of Architecture II","",Open,127,135,0
10357,ARH,1020,101,Discussion,"0","Sheila Crane, Elizabeth Wimbish","Mo 5:00pm - 5:50pm","Campbell Hall 108","History of Architecture II","",Open,14,15,0
10358,ARH,1020,102,Discussion,"0","Sheila Crane, Emily Madrigal","We 3:00pm - 3:50pm","Campbell Hall 108","History of Architecture II","",Open,13,15,0
10356,ARH,1020,103,Discussion,"0","Sheila Crane, Elizabeth Wimbish","Mo 2:00pm - 2:50pm","Campbell Hall 108","History of Architecture II","",Open,14,15,0
10355,ARH,1020,104,Discussion,"0","Sheila Crane, Elizabeth Wimbish","Mo 1:00pm - 1:50pm","Fayerweather Hall 206","History of Architecture II","",Closed,15,15,0
10354,ARH,1020,105,Discussion,"0","Sheila Crane, Jieun Kim","Mo 1:00pm - 1:50pm","Campbell Hall 108","History of Architecture II","",Closed,15,15,0
10353,ARH,1020,106,Discussion,"0","Sheila Crane, Jieun Kim","Mo 3:00pm - 3:50pm","Campbell Hall 108","History of Architecture II","",Open,14,15,0
10352,ARH,1020,107,Discussion,"0","Sheila Crane, Emily Madrigal","We 2:00pm - 2:50pm","Campbell Hall 108","History of Architecture II","",Closed,15,15,0
10351,ARH,1020,108,Discussion,"0","Sheila Crane, Emily Madrigal","We 1:00pm - 1:50pm","Campbell Hall 108","History of Architecture II","",Open,14,15,0
10350,ARH,1020,109,Discussion,"0","Sheila Crane, Jieun Kim","Mo 5:00pm - 5:50pm","Campbell Hall 425","History of Architecture II","",Open,13,15,0
13257,ARTH,1507,100,Lecture,"3","Dorothy Wong","MoWe 1:00pm - 1:50pm","Campbell Hall 160","Art and Global Cultures","Art and the Silk Road",Open,42,60,1
13258,ARTH,1507,101,Discussion,"0","Claude Mohr","Mo 5:00pm - 5:50pm","Fayerweather Hall 215","Art and Global Cultures","Art and the Silk Road",Wait List,20,20,1
13616,ARTH,1507,102,Discussion,"0","Claude Mohr","Fr 10:00am - 10:50am","Fayerweather Hall 206","Art and Global Cultures","Art and the Silk Road",Open,7,20,0
13617,ARTH,1507,103,Discussion,"0","Claude Mohr","Fr 11:00am - 11:50am","Fayerweather Hall 206","Art and Global Cultures","Art and the Silk Road",Open,15,20,0
12899,ARTH,2054,100,Lecture,"4","Kate Kreindler","TuTh 11:00am - 12:15pm","Campbell Hall 160","Roman Art and Archaeology","",Open,59,60,6
13087,ARTH,2054,102,Discussion,"0","Slenka Botello Gil","We 12:00pm - 12:50pm","Fayerweather Hall 215","Roman Art and Archaeology","",Wait List,20,20,4
21681,ARTH,2054,104,Discussion,"0","Slenka Botello Gil","Mo 10:00am - 10:50am","Fayerweather Hall 215","Roman Art and Archaeology","",Wait List,20,20,1
21682,ARTH,2054,105,Discussion,"0","Slenka Botello Gil","We 10:00am - 10:50am","Fayerweather Hall 206","Roman Art and Archaeology","",Open,19,20,0
18779,ARTH,2153,100,Lecture,"4","Eric Ramirez-Weaver","TuTh 9:30am - 10:45am","Campbell Hall 160","Romanesque and Gothic Art","",Wait List,60,60,3
18781,ARTH,2153,101,Discussion,"0","Catherine Fan","Mo 5:00pm - 5:50pm","Fayerweather Hall 206","Romanesque and Gothic Art","",Wait List,20,20,1
18782,ARTH,2153,102,Discussion,"0","Catherine Fan","We 10:00am - 10:50am","Fayerweather Hall 215","Romanesque and Gothic Art","",Wait List,20,20,1
18783,ARTH,2153,103,Discussion,"0","Catherine Fan","We 11:00am - 11:50am","Fayerweather Hall 215","Romanesque and Gothic Art","",Wait List,20,20,1
19819,ARTH,2559,200,Lecture,"3","Anna Hogg, Rolando Vargas","Tu 3:30pm - 6:00pm","Fayerweather Hall 206","New Course in History of Art","Documentary Film & Climate Truths",Open,18,20,0
21153,ARTH,2559,300,Lecture,"3","Tatiana Flores","MoWe 2:00pm - 3:15pm","Campbell Hall 160","New Course in History of Art","Art and Visual Culture of the Caribbean",Open,17,50,0
19065,ARTH,2769,100,Lecture,"4","David Getsy","TuTh 11:00am - 12:15pm","Campbell Hall 158","Queer Histories of US Art, 1950s-90s","",Open,43,45,0
19068,ARTH,2769,103,Discussion,"0","Alex Del Dago","We 12:00pm - 12:50pm","Fayerweather Hall 206","Queer Histories of US Art, 1950s-90s","",Closed,17,15,0
19069,ARTH,2769,104,Discussion,"0","Alex Del Dago","We 1:00pm - 1:50pm","Fayerweather Hall 206","Queer Histories of US Art, 1950s-90s","",Closed,17,15,0
19071,ARTH,2769,106,Discussion,"0","Alex Del Dago","Fr 10:00am - 10:50am","Fayerweather Hall 215","Queer Histories of US Art, 1950s-90s","",Open,9,15,0
13259,ARTH,2882,100,Lecture,"4","Henry Skerritt","MoWe 5:00pm - 6:15pm","Campbell Hall 160","Sex, Spirits & Sorcery: Modern Aboriginal Art","",Open,59,60,2
13260,ARTH,2882,101,Discussion,"0","Barriane Franks","We 9:00am - 9:50am","Fayerweather Hall 215","Sex, Spirits & Sorcery: Modern Aboriginal Art","",Wait List,20,20,0
13261,ARTH,2882,102,Discussion,"0","Barriane Franks","Fr 12:00pm - 12:50pm","Fayerweather Hall 215","Sex, Spirits & Sorcery: Modern Aboriginal Art","",Open,19,20,1
13262,ARTH,2882,103,Discussion,"0","Barriane Franks","Fr 11:00am - 11:50am","Fayerweather Hall 215","Sex, Spirits & Sorcery: Modern Aboriginal Art","",Wait List,20,20,1
13865,ARTH,2961,100,Lecture,"4","Amanda Phillips","TuTh 12:30pm - 1:45pm","Campbell Hall 160","Arts of the Islamic World","",Open,33,60,1
18784,ARTH,2961,101,Discussion,"0","Elnaz Latifpour","Mo 2:00pm - 2:50pm","Fayerweather Hall 206","Arts of the Islamic World","",Open,7,20,0
18785,ARTH,2961,102,Discussion,"0","Elnaz Latifpour","Mo 3:00pm - 3:50pm","Fayerweather Hall 206","Arts of the Islamic World","",Open,6,20,0
18786,ARTH,2961,103,Discussion,"0","Elnaz Latifpour","We 11:00am - 11:50am","Fayerweather Hall 206","Arts of the Islamic World","",Wait List,20,20,1
18787,ARTH,3151,001,Lecture,"3","Eric Ramirez-Weaver","MoWeFr 9:00am - 9:50am","Campbell Hall 160","Art and Science in the Middle Ages","",Open,34,50,0
13263,ARTH,3591,001,Lecture,"3","Tyler Jo Smith","TuTh 12:30pm - 1:45pm","Fayerweather Hall 206","Art History Colloquium","Mediterranean Art and Myth",Wait List,19,20,3
18791,ARTH,3591,003,Lecture,"3","Kate Kreindler","TuTh 2:00pm - 3:15pm","Fayerweather Hall 206","Art History Colloquium","Etruscan Archaeology",Wait List,15,15,1
18795,ARTH,3591,004,Lecture,"3","Ganiyu Jimoh","MoWe 2:00pm - 3:15pm","Fayerweather Hall 208","Art History Colloquium","Digital Art of Africa: Evolution Impact Innovation",Open,12,15,0
19064,ARTH,3595,001,PRA,"3","Anastasia Dakouri-Hild","Fr 10:00am - 12:30pm","Contact Department","Art History Practicum","Intro to Museum Practice II: Fralin Egypt & Nubia",Closed,5,5,0
13264,ARTH,4591,001,SEM,"3","Tatiana Flores","Tu 12:30pm - 3:00pm","Fayerweather Hall 208","Undergraduate Seminar in the History of Art","Global Modernisms",Wait List,12,12,0
13265,ARTH,4591,002,SEM,"3","Henry Skerritt","Th 10:00am - 12:30pm","Fayerweather Hall 208","Undergraduate Seminar in the History of Art","Aboriginal Australian Contemporary Art",Open,11,12,0
11827,ARTH,4952,001,Lecture,"3","Melissa Love","Fr 10:00am - 12:30pm","Fayerweather Hall 208","University Museums Internship","",Open,9,12,0
20239,ARTR,3245,001,Lecture,"3","Nizar Hermes","Mo 3:30pm - 6:00pm","New Cabell Hall 027","Arabic Literary Delights","",Open,10,20,0
13816,ARTR,3350,001,Lecture,"3","Hanadi Al-Samman","TuTh 11:00am - 12:15pm","New Cabell Hall 268","Introduction to Arab Women's Literature","",Open,11,19,0
12631,ARTS,2000,001,STO,"3","Conrad Cheung","MoWe 12:30pm - 3:00pm","Ruffin Hall 319","Introduction to Studio Art","",Open,14,16,1
12633,ARTS,2000,002,STO,"3","Conrad Cheung","MoWe 3:30pm - 6:00pm","Ruffin Hall 319","Introduction to Studio Art","",Open,15,16,1
12632,ARTS,2000,003,STO,"3","Conrad Cheung","TuTh 12:30pm - 3:00pm","Ruffin Hall 319","Introduction to Studio Art","",Open,15,16,2
12634,ARTS,2000,004,STO,"3","Conrad Cheung","TuTh 3:30pm - 6:00pm","Ruffin Hall 319","Introduction to Studio Art","",Wait List,16,16,0
20642,ARTS,2000,005,STO,"3","Marisa Williamson","MoWe 9:00am - 11:30am","Ruffin Hall 319","Introduction to Studio Art","",Open,13,16,2
10568,ARTS,2112,001,STO,"3","Madeleine Morris","TuTh 9:00am - 11:30am","Ruffin Hall 206","Introduction to Photography II","",Closed,14,14,0
13111,ARTS,2220,001,STO,"3","Maria Villanueva","TuTh 9:00am - 11:30am","Ruffin Hall 219","Introduction to Digital Art I","",Open,13,14,0
10566,ARTS,2222,001,STO,"3","Maria Villanueva","TuTh 12:30pm - 3:00pm","Ruffin Hall 219","Introduction to Digital Art II","",Open,11,14,0
13605,ARTS,2312,001,STO,"3","Marisa Williamson","MoWe 12:30pm - 3:00pm","Ruffin Hall 102","Installation and Performance Art II","",Open,5,15,0
10573,ARTS,2372,001,STO,"3","Anna Hogg","TuTh 9:00am - 11:30am","Ruffin Hall 102","Introduction to Filmmaking II","",Open,10,16,0
19820,ARTS,2559,001,STO,"3","Anna Hogg, Rolando Vargas","Tu 3:30pm - 6:00pm","Fayerweather Hall 206","New Course in Studio Art","Documentary Film & Climate Truths",Open,18,20,0
11773,ARTS,2610,001,STO,"3","Jackson Taylor","TuTh 12:30pm - 3:00pm","Ruffin Hall 203","Drawing I","",Wait List,17,16,8
14334,ARTS,2610,002,STO,"3","Amy Chan","MoWe 9:00am - 11:30am","Ruffin Hall 203","Drawing I","",Wait List,16,16,1
19821,ARTS,2610,003,STO,"3","Amy Chan","TuTh 9:00am - 11:30am","Ruffin Hall 203","Drawing I","",Wait List,16,16,0
12898,ARTS,2670,001,STO,"3","Akemi Ohira","TuTh 12:30pm - 3:00pm","Ruffin Hall 220","Introduction to Intaglio & Monotype Printmaking","",Open,13,15,0
10569,ARTS,2672,001,STO,"3","Jackson Taylor","MoWe 3:30pm - 6:00pm","Ruffin Hall 220","Introduction to Lithography & Relief Printmaking","",Open,8,15,0
10570,ARTS,2710,001,STO,"3","Amy Chan","MoWe 12:30pm - 3:00pm","Ruffin Hall 203","Introduction to Water-Based Painting","",Closed,17,15,0
10571,ARTS,2712,001,STO,"3","Megan Marlatt","Fr 9:00am - 11:30am","Ruffin Hall 320","Introduction to Oil-Based Painting","",Open,8,15,0
10572,ARTS,2812,001,STO,"3","LaRissa Rogers","MoWe 3:30pm - 6:00pm","Ruffin Hall 120","Introduction to Sculpture II","",Open,7,15,0
19822,ARTS,3112,001,STO,"3","Madeleine Morris","TuTh 12:30pm - 3:00pm","Ruffin Hall 206","Intermediate Photography II","",Open,5,15,0
13628,ARTS,3222,001,STO,"3","Federico Cuatlacuatl","MoWe 12:30pm - 3:00pm","Ruffin Hall 219","Intermediate Digital Art II","",Open,10,15,0
10576,ARTS,3372,001,STO,"3","Anna Hogg","MoWe 3:30pm - 6:00pm","Ruffin Hall 102","Intermediate Filmmaking II","",Open,6,15,0
10575,ARTS,3712,001,STO,"3","Neal Rock","MoWe 3:30pm - 6:00pm","Ruffin Hall 320","Intermediate Painting II","",Closed,16,16,0
13336,ARTS,3812,001,STO,"3","LaRissa Rogers","MoWe 9:00am - 11:30am","Ruffin Hall 120","Intermediate Sculpture II","",Open,4,15,0
19823,ARTS,4112,001,STO,"3","Madeleine Morris","TuTh 12:30pm - 3:00pm","Ruffin Hall 206","Advanced Photography II","",Open,5,15,0
10577,ARTS,4222,001,STO,"3","Federico Cuatlacuatl","MoWe 12:30pm - 3:00pm","Ruffin Hall 219","Advanced Digital Art II","",Open,10,15,0
10580,ARTS,4372,001,STO,"3","Anna Hogg","MoWe 3:30pm - 6:00pm","Ruffin Hall 102","Advanced Filmmaking II","",Open,6,15,0
13702,ARTS,4452,001,SEM,"3","Neal Rock","Fr 10:00am - 11:50am","Ruffin Hall 102","Advanced Major Seminar II","",Open,6,10,0
11509,ARTS,4712,001,STO,"3","Neal Rock","MoWe 3:30pm - 6:00pm","Ruffin Hall 320","Advanced Painting II","",Closed,16,16,0
11315,ARTS,4812,001,STO,"3","LaRissa Rogers","MoWe 9:00am - 11:30am","Ruffin Hall 120","Advanced Sculpture II","",Open,4,15,0
12229,ARTS,4900,001,IND,"1 - 4","Federico Cuatlacuatl","TBA","TBA","Advanced Project in Art","",Open,0,3,0
19849,ASL,3410,001,SEM,"3","Christopher Krentz","MoWeFr 12:00pm - 12:50pm","New Cabell Hall 389","Contemporary Disability Theory","",Open,16,28,0
12880,CHIN,4840,001,Lecture,"3","Anne Kinney","TuTh 2:00pm - 3:15pm","Wilson Hall 142","Introduction to Classical Chinese Poetry","",Open,6,12,0
18970,CHTR,3840,001,SEM,"3","Charles Laughlin","TuTh 3:30pm - 4:45pm","Bryan Hall 235","Writing Women in Modern China","",Wait List,29,30,8
21425,CHTR,3850,001,SEM,"3","Charles Laughlin","Fr 2:00pm - 4:30pm","New Cabell Hall 411","Documentary Writing and Film in China","",Wait List,20,20,0
11947,CHTR,4991,001,SEM,"1","Anne Kinney","TBA","TBA","Chinese Capstone","",Open,4,10,0
11484,CLAS,2020,100,Lecture,"3","Gregory Hays","TuTh 9:30am - 10:45am","Gibson Hall 211","Roman Civilization","",Open,26,60,0
11485,CLAS,2020,101,Discussion,"0","Meredith Huff","Fr 10:00am - 10:50am","Cocke Hall 101","Roman Civilization","",Open,12,20,0
11533,CLAS,2020,102,Discussion,"0","Meredith Huff","Fr 11:00am - 11:50am","Cocke Hall 101","Roman Civilization","",Open,14,20,0
10629,CLAS,2040,100,Lecture,"3","John Miller","MoWe 10:00am - 10:50am","John W. Warner Hall 209","Greek Mythology","",Open,228,240,11
10630,CLAS,2040,101,Discussion,"0","Kelly Freestone","Th 8:30am - 9:20am","Cocke Hall 101","Greek Mythology","",Wait List,19,20,1
10631,CLAS,2040,102,Discussion,"0","Kelly Freestone","Th 9:30am - 10:20am","Gibson Hall 142","Greek Mythology","",Wait List,18,20,1
10634,CLAS,2040,103,Discussion,"0","Morgan Amonett","Th 9:00am - 9:50am","New Cabell Hall 287","Greek Mythology","",Wait List,17,18,1
10632,CLAS,2040,104,Discussion,"0","Camilla Basile","Th 1:00pm - 1:50pm","New Cabell Hall 283","Greek Mythology","",Wait List,20,20,5
10633,CLAS,2040,105,Discussion,"0","Kelly Freestone","Fr 9:00am - 9:50am","Cocke Hall 101","Greek Mythology","",Open,19,20,0
12011,CLAS,2040,106,Discussion,"0","Camilla Basile","Fr 10:00am - 10:50am","New Cabell Hall 283","Greek Mythology","",Wait List,20,20,0
10963,CLAS,2040,107,Discussion,"0","Camilla Basile","Fr 12:00pm - 12:50pm","Cocke Hall 101","Greek Mythology","",Wait List,19,20,1
11534,CLAS,2040,108,Discussion,"0","Morgan Amonett","Fr 1:00pm - 1:50pm","Cocke Hall 101","Greek Mythology","",Wait List,20,20,0
10964,CLAS,2040,109,Discussion,"0","Morgan Amonett","Fr 2:00pm - 2:50pm","New Cabell Hall 211","Greek Mythology","",Open,19,20,0
21192,CLAS,2040,110,Discussion,"0","Carl Hamilton","Fr 12:00pm - 12:50pm","New Cabell Hall 211","Greek Mythology","",Open,19,20,2
21193,CLAS,2040,111,Discussion,"0","Carl Hamilton","Fr 2:00pm - 2:50pm","TBA","Greek Mythology","",Open,19,20,0
21194,CLAS,2040,112,Discussion,"0","Carl Hamilton","Fr 3:00pm - 3:50pm","TBA","Greek Mythology","",Open,19,20,0
19279,CLAS,2559,001,Lecture,"3","David Williams","TuTh 3:30pm - 4:45pm","Physics Bldg 218","New Course in Classics","Classical Jokes for Modern Folks: Aristophanes",Open,23,25,1
14544,DANC,3400,001,SEM,"3","Kathryn Schetlick","TuTh 2:00pm - 3:15pm","Drama Education Bldg 206","Dance and Culture","",Closed,15,15,0
13523,DANC,4640,001,SEM,"3","Kim Mata","MoWe 3:30pm - 5:00pm","O'Hill Forum","Somatic Practices and Research","",Open,8,10,0
10635,DRAM,1010,001,Lecture,"3","Cady Garey","TuTh 9:30am - 10:45am","Ruth Caplin Theatre","How Theatre Works","",Wait List,50,50,9
12653,DRAM,1010,002,Lecture,"3","Cady Garey","TuTh 11:00am - 12:15pm","Ruth Caplin Theatre","How Theatre Works","",Wait List,50,50,7
12193,DRAM,1020,001,Lecture,"3","Jennifer Wales","MoWe 2:00pm - 3:15pm","Drama Education Bldg B006","Speaking in Public","",Wait List,16,16,25
12287,DRAM,1020,002,Lecture,"3","Cortney Lowinski","TuTh 11:00am - 12:15pm","Drama Education Bldg B006","Speaking in Public","",Wait List,16,16,21
12397,DRAM,1020,003,Lecture,"3","Cady Garey","TuTh 2:00pm - 3:15pm","Drama Education Bldg 115B","Speaking in Public","",Wait List,16,16,18
12654,DRAM,1020,004,Lecture,"3","Tovah Close","TuTh 9:30am - 10:45am","Drama Education Bldg B006","Speaking in Public","",Wait List,16,16,17
19608,DRAM,1220,001,SEM,"3","Anne Temmink","Th 9:30am - 12:00pm","Helms Theatre","Art of the Creature","",Wait List,20,20,1
13460,DRAM,2010,001,Lecture,"3","Yi-Hsuan Ma","MoWe 3:30pm - 4:45pm","Drama Education Bldg 217","Theatre Design, Technology, & Production","",Wait List,20,20,5
11692,DRAM,2020,001,SEM,"3","Tovah Close","MoWe 2:00pm - 3:15pm","Drama Education Bldg 115B","Acting I","",Wait List,14,14,8
11693,DRAM,2020,002,SEM,"3","Karim Chebli","MoWe 3:30pm - 4:45pm","Drama Education Bldg 115B","Acting I","",Wait List,14,14,6
11799,DRAM,2020,003,SEM,"3","Tovah Close","TuTh 12:30pm - 1:45pm","Drama Education Bldg 115C","Acting I","",Wait List,14,14,4
11800,DRAM,2020,004,SEM,"3","Cortney Lowinski","TuTh 3:30pm - 4:45pm","Drama Education Bldg 115C","Acting I","",Wait List,14,14,5
11801,DRAM,2020,005,SEM,"3","Cortney Lowinski","TuTh 2:00pm - 3:15pm","Drama Education Bldg 115C","Acting I","",Wait List,14,14,8
19665,DRAM,2020,006,SEM,"3","Karen Dabney","TuTh 11:00am - 12:15pm","Drama Education Bldg 115B","Acting I","",Wait List,14,14,3
19666,DRAM,2020,007,SEM,"3","Karim Chebli","TuTh 3:30pm - 4:45pm","Drama Education Bldg 115B","Acting I","",Wait List,14,14,5
13461,DRAM,2060,001,STO,"3","Kathryn Schetlick","MoWe 2:00pm - 3:15pm","Drama Education Bldg 115C","The Body and Performance","",Wait List,20,20,11
19657,DRAM,2310,001,Lecture,"3","Marcy Linton","TuTh 9:30am - 10:45am","Drama Education Bldg B011","Costume Technology","",Closed,14,13,0
12200,DRAM,2430,001,Laboratory,"1 - 3","Dave Dalton","TBA","TBA","Production Laboratory: Acting","",Open,11,20,0
10636,DRAM,2620,001,Lecture,"3","Michael Rasbury","TuTh 9:30am - 10:45am","Drama Education Bldg B010","Sound Design","",Closed,12,12,0
